1543444498.9067292,peer0.org72.example.com,3.92kB / 0B,3920,0.0
1543444498.9067292,peer0.org68.example.com,3.92kB / 0B,3920,0.0
1543444498.9067292,peer0.org27.example.com,3.85kB / 0B,3850,0.0
1543444498.9067292,peer0.org73.example.com,3.69kB / 0B,3690,0.0
1543444498.9067292,peer0.org33.example.com,3.69kB / 0B,3690,0.0
1543444498.9067292,peer0.org13.example.com,3.22kB / 0B,3220,0.0
1543444498.9067292,peer0.org14.example.com,3.92kB / 0B,3920,0.0
1543444498.9067292,peer0.org20.example.com,3.22kB / 0B,3220,0.0
1543444498.9067292,peer0.org2.example.com,2.6kB / 0B,2600,0.0
1543444498.9067292,peer0.org19.example.com,3.85kB / 0B,3850,0.0
1543444498.9067292,peer0.org36.example.com,3.99kB / 0B,3990,0.0
1543444498.9067292,peer0.org53.example.com,3.92kB / 0B,3920,0.0
1543444498.9067292,peer0.org66.example.com,3.99kB / 0B,3990,0.0
1543444498.9067292,peer0.org26.example.com,3.99kB / 0B,3990,0.0
1543444498.9067292,peer0.org54.example.com,3.99kB / 0B,3990,0.0
1543444498.9067292,peer0.org50.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org37.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org7.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org6.example.com,3.92kB / 0B,3920,0.0
1543444498.9067292,peer0.org5.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org60.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org61.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org8.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org75.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org38.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org42.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org52.example.com,4.39kB / 0B,4390,0.0
1543444498.9067292,peer0.org30.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org56.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org71.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org41.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org1.example.com,4.15kB / 0B,4150,0.0
1543444498.9067292,peer0.org67.example.com,4.29kB / 0B,4290,0.0
1543444498.9067292,peer0.org45.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org16.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org12.example.com,4.55kB / 0B,4550,0.0
1543444498.9067292,peer0.org10.example.com,4.29kB / 0B,4290,0.0
1543444498.9067292,peer0.org28.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org15.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org70.example.com,4.29kB / 0B,4290,0.0
1543444498.9067292,peer0.org35.example.com,4.38kB / 0B,4380,0.0
1543444498.9067292,peer0.org25.example.com,4.22kB / 0B,4220,0.0
1543444498.9067292,peer0.org65.example.com,4.38kB / 0B,4380,0.0
1543444498.9067292,peer0.org23.example.com,4.55kB / 0B,4550,0.0
1543444498.9067292,peer0.org57.example.com,4.38kB / 0B,4380,0.0
1543444498.9067292,peer0.org69.example.com,4.69kB / 0B,4690,0.0
1543444498.9067292,peer0.org63.example.com,4.55kB / 0B,4550,0.0
1543444498.9067292,peer0.org24.example.com,4.69kB / 0B,4690,0.0
1543444498.9067292,peer0.org47.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org74.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org40.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org34.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org17.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org18.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org4.example.com,4.76kB / 0B,4760,0.0
1543444498.9067292,peer0.org22.example.com,4.92kB / 0B,4920,0.0
